index,tweet,max_emotion,sentiment
2668,ellen degeneres makes joke jennifer aniston marriage,neutral,positive
2669,selena gomez top rumor 2017 pregnant marrying weeknd,surprise,positive
2670,ben affleck lindsay shookus planning wedding even though hes still married,surprise,neutral
2671,kim kardashian supporting khloes decision involve caitlyn childs life fake news debunked,neutral,negative
2672,aaron carter reveals attracted men women emotional letter fans doesnt bring shame,sadness,positive
2673,josh gad jonah hill laughing mistaken identities,neutral,positive
2674,cool j cant remember lines filming ncis los angeles,neutral,positive
2675,whats going john cena nikki bella timeline,neutral,neutral
2676,andy samberg mocks justin bieber popstar trailer,surprise,negative
2677,ellen degeneres urges portia de rossi attend counseling last effort repair loveless marriage,sadness,neutral
2678,nina dobrev stunned pretty pink bridesmaid dress julianne houghs wedding,surprise,positive
2679,roy halladay dead plane crash former mlb pitcher 40,sadness,negative
2680,bill cosby jurors give conflicting accounts deadlock,neutral,negative
2681,brad pitt would keep new romance fiercely private divorce angelina jolie,neutral,positive
2682,report kim kardashian kanye west hire sex coach save marriage,surprise,positive
2683,beyonce blasts kim kardashian diss track lyrics,neutral,neutral
2684,watch megyn kelly sketches snl played cecily strong,joy,positive
2685,analyzing every song taylor swifts reputation,neutral,neutral
2686,britney spears bf sam asghari could get engaged soon,neutral,positive
2687,kendall jenner limiting kuwtk appearances youll barely see tv,surprise,neutral
2688,angelina jolie terrified brad pitt start dating shes jealous,fear,negative
2689,justin timberlake jessica biels fight baby 2 causing problems exclusive,sadness,negative
2690,taylor swift blown away selena gomezs performance amas kidney surgery,surprise,positive
2691,billy ray cyrus tells fans dont jump gun miley marriage speculation,neutral,positive
2692,brad pitt calls angelina jolie phony first sitdown interview exclusive,neutral,positive
2693,anna faris furious finding halfnaked chris pratt costume girl,anger,negative
2694,sad news pinks marriage,sadness,negative
2695,5 awkward details blake shelton gwen stefanis relationship including shes said marrying,sadness,negative
2696,north west wears bulletproof vest kanye wests adidas show pics,neutral,neutral
2697,scott disick looks miserable day la ex kourtney kardashian blocked sofia richie meeting kids,sadness,negative
2698,gwen stefani shuts rumours dumped blake shelton jealousy drama lovedup snap,sadness,negative
2699,selena gomez fear justin bieber flirty texting kourtney kardashian,fear,negative
2700,alex rodriguez reportedly gunning replace michael strahan gma,neutral,neutral
2701,jennifer aniston justin theroux east coast vs west coast battle exclusive,neutral,negative
2702,gwen stefani blake shelton skip engagement elope despite report newsbeezer,sadness,positive
2703,brad pitt jennifer lawrence dating,neutral,neutral
2704,trivia game blunder suggests prince harry kate middleton baby together would william say,sadness,neutral
2705,chris pratt anna faris jennifer lawrence stars blamed hollywood splits,sadness,negative
2706,katy perry bans taylor swifts songs american idol,neutral,neutral
2707,khloe kardashian given birth girl heres need know possible name,neutral,neutral
2708,jay z sued im son admit says wannabe rapper,sadness,positive
2709,timeline drama justin bieber selena gomez,joy,neutral
2710,taylor swift kicking kanye kim theyre,neutral,positive
2711,vince vaughn,neutral,neutral
2712,ariel winters fake baby voice make instantly uncomfortable,fear,negative
2713,surprise katharine mcphee david foster engaged,surprise,positive
2714,crown star vanessa kirby addresses rumors shes dating tom cruise discusses meghan markle changing royal family,fear,neutral
2715,look back brad pitts true romances following angelina jolie divorce,sadness,positive
2716,matthew perry actor producer director,neutral,neutral
2717,5 rumors kardashians sideeyed turned true,neutral,positive
2718,kim kardashian kanye west named daughter elle v west heres,neutral,neutral
2719,katie holmes cant quit jamie foxx despite publicly humiliating women,sadness,positive
2720,george amal clooney hire baby bouncers protect newborn twins,neutral,positive
2721,sarah jessica parker shamed looking 80 years old theres bigger problem,sadness,negative
2722,christina aguilera,neutral,neutral
2723,jennifer lopez talks marriage alex rodriguez,neutral,neutral
2724,emma stone vacation justin theroux south france,joy,neutral
2725,truth behind robert pattinson emma watson one night stand rumors,neutral,positive
2726,timeline gwen stefani blake sheltons relationship,neutral,neutral
2727,recognizing potential perils limitless mind,neutral,neutral
2728,kim kardashian sent panic kanye admits drug addiction lipo jawdropping meltdown rant,fear,negative
2729,kate middleton pippa feuding meghan markle,anger,negative
2730,kylie jenner travis scott fighting decision stay hiding pregnant,neutral,negative
2731,brad pitt neri oxman amal clooney reportedly introduced brad new gal pal,joy,neutral
2732,sarah jessica parker baby 52,neutral,neutral
2733,jennifer aniston reportedly filled furious rage news emma stone justin therouxs rumored romance,anger,negative
2734,lighthouse 2019,neutral,neutral
2735,justin timberlake 5 stars rumored perform super bowl 2018,joy,positive
2736,kelly ryans relationship may sunny seems,joy,positive
2737,hollywoodlife gwen stefani blake shelton stories bullsplit,neutral,neutral
2738,ellen degeneres bio age married husband daughter partner salary net worth,neutral,positive
2739,angelina jolie meet new man,joy,neutral
2740,14 reasons shouldnt envy kardashians,anger,positive
2741,tom cruise jane fonda spark romance rumours,joy,positive
2742,katy perry seeking revenge selena gomez weeknd rumor patrol,anger,negative
2743,kardashians hired private investigators dig dirt blac chyna,neutral,negative
2744,britney spears target,anger,neutral
2745,inside rock vin diesels furious feud,anger,negative
2746,5 awkward details blake shelton gwen stefanis relationship including shes said marrying,sadness,negative
2747,heres taylor swift shut top 2018 grammy categories,sadness,positive
2748,kim kardashian kanye west reportedly building 50k pool,neutral,neutral
2749,robert pattinson dishes western comedy damsel says would definitely return franchiseland,joy,positive
2750,brad pitt girlfriend neri oxman talk phone several times day,sadness,neutral
2751,scott disick feels kourtney kardashian younes bendjimas breakup,sadness,neutral
2752,kate middleton less pleased prince williams skitrip behavior,joy,positive
2753,tom cruise feels betrayed katie holmes jamie foxxs secret romance,sadness,negative
2754,jennifer aniston moving moving jake gyllenhaal,neutral,neutral
2755,tom cruise extra renee bargh,sadness,neutral
2756,justin bieber jetting coachella another mystery girl,neutral,neutral
2757,ben afflecks girlfriend lindsay shookus pregnant,surprise,neutral
2758,taylor swift fck virtue signalling left,anger,positive
2759,kim kardashians stolen jewellery funding terrorism,fear,negative
2760,gwen stefani blake shelton real reason power couple isnt ready get married,sadness,negative
2761,blake lively keeps dark secret anna kendrick simple favor trailer,joy,positive
2762,joshua jackson secretly dating january jones,neutral,neutral
2763,believe much george amal clooney spending delivery twins,surprise,neutral
2764,big little lies season 2 shailene woodley laura dern zoë kravitz set return,neutral,negative
2765,victoria beckham james cordens carpool karaoke mannequin twist video,joy,neutral
2766,justin bieber finace hailey baldwin want tie knot next year,neutral,positive
2767,meghan markle already pregnant evidence speaks,neutral,neutral
2768,caitlyn jenner wasnt happy first kylie jenner becoming young mom source says exclusive,sadness,negative
2769,jennifer holliday backs trump inauguration performance,neutral,negative
2770,transporter star ed skrein blames behind scenes politics game thrones departure,sadness,negative
2771,dancing stars courting caitlyn jenner,joy,neutral
2772,keith urban awkward accepting praise nicole kidman,neutral,positive
2773,white witch warns angelina jolie using spells,fear,negative
2774,kim kardashian disgusted scott disicks desperate revenge sister kourtney,disgust,negative
2775,created character called katy perry didnt want katheryn hudson scary,fear,negative
2776,blake shelton gwen stefani stronger ever miranda lamberts new romance,joy,positive
2777,morning joe hosts trump bring national enquirer feud,anger,negative
2778,brad pitt open getting back together angelina rumors shes,neutral,neutral
2779,inside matt damons falling ben affleck new relationship,surprise,negative
2780,miley cyrus plan leave country era trump,neutral,negative
2781,paris jacksons family fears new bf tyler green bad influence exclusive,fear,negative
2782,news keith urban getting upset nicole kidman much trueknow relationship married biography,anger,negative
2783,celebrity reactions steve bannon removed donald trump chief strategist,joy,neutral
2784,blac chyna bentley repossessed despite claims,neutral,neutral
2785,taylor swift really committed laying low thing huh,surprise,positive
2786,golden globes women speak unity sexual harassment,fear,negative
2787,ciara russell wilson welcome sienna princess,joy,positive
2788,russell crowe pursuing nicole kidman despite report,neutral,neutral
2789,jamie foxx renting disneyland katie holmes despite fake news,neutral,positive
2790,jennifer aniston justin theroux finally ready baby inside reports hired surrogate,joy,positive
